epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,3505.8,1.18164,1.44363,1.54085,0.7574,0.75963,0.7917,0.62017,0.955,1.00699,1.28787,0.0077725,0.0077725,0.0077725
47,3580.98,1.16564,1.41227,1.53256,0.78673,0.75538,0.79607,0.62698,0.93707,0.96179,1.26489,0.007723,0.007723,0.007723
48,3656.34,1.14172,1.40768,1.51749,0.7868,0.76001,0.78988,0.62234,0.931,0.97384,1.26747,0.0076735,0.0076735,0.0076735
49,3731.29,1.14949,1.38882,1.52226,0.78661,0.75675,0.79665,0.63519,0.88082,0.95697,1.23686,0.007624,0.007624,0.007624
50,3806.51,1.15068,1.39624,1.51893,0.80092,0.74773,0.80337,0.6365,0.9179,0.94879,1.25149,0.0075745,0.0075745,0.0075745
51,3881.87,1.15763,1.40322,1.52357,0.80408,0.76219,0.79999,0.6398,0.8979,0.93484,1.23951,0.007525,0.007525,0.007525
52,3956.67,1.13801,1.38094,1.51109,0.79484,0.78325,0.80216,0.64445,0.87404,0.91711,1.22628,0.0074755,0.0074755,0.0074755
53,4031.82,1.13831,1.37595,1.51045,0.79439,0.76903,0.80686,0.64505,0.89277,0.91766,1.23266,0.007426,0.007426,0.007426
54,4107.48,1.11454,1.33991,1.49836,0.8027,0.75571,0.80575,0.64458,0.89272,0.95091,1.23992,0.0073765,0.0073765,0.0073765
55,4182.67,1.12964,1.35524,1.51028,0.7831,0.79096,0.81401,0.65856,0.86527,0.89419,1.22363,0.007327,0.007327,0.007327
56,4257.95,1.13099,1.35818,1.50543,0.77796,0.78724,0.81043,0.64832,0.89871,0.91124,1.22726,0.0072775,0.0072775,0.0072775
57,4333.49,1.12281,1.35749,1.50045,0.80026,0.77265,0.80918,0.64777,0.88403,0.89076,1.22045,0.007228,0.007228,0.007228
58,4408.75,1.10852,1.32995,1.48691,0.79833,0.79563,0.81886,0.66053,0.86767,0.88075,1.21626,0.0071785,0.0071785,0.0071785
59,4484.35,1.12126,1.33257,1.49188,0.78596,0.79693,0.81561,0.65762,0.87151,0.89295,1.21792,0.007129,0.007129,0.007129
60,4560.03,1.11708,1.33574,1.49011,0.79308,0.77808,0.81582,0.66639,0.8324,0.87511,1.20201,0.0070795,0.0070795,0.0070795
61,4635.37,1.11065,1.32097,1.48043,0.80702,0.78463,0.82498,0.67604,0.84054,0.86032,1.20003,0.00703,0.00703,0.00703
62,4710.61,1.11291,1.3243,1.48755,0.79314,0.81069,0.8243,0.66415,0.8681,0.86107,1.20842,0.0069805,0.0069805,0.0069805
63,4786.18,1.09014,1.29782,1.46977,0.79263,0.7941,0.81798,0.65734,0.89109,0.87549,1.23282,0.006931,0.006931,0.006931
64,4861.21,1.09677,1.28943,1.47233,0.79377,0.80437,0.81873,0.66216,0.84452,0.85155,1.20384,0.0068815,0.0068815,0.0068815
65,4936.42,1.10646,1.31086,1.47468,0.7989,0.78813,0.81448,0.66459,0.84094,0.87822,1.20045,0.006832,0.006832,0.006832
66,5011.96,1.09587,1.30011,1.47284,0.80096,0.79635,0.83435,0.67324,0.86345,0.83357,1.19923,0.0067825,0.0067825,0.0067825
67,5087.17,1.09133,1.28359,1.46579,0.80989,0.79457,0.8213,0.6695,0.83563,0.87129,1.19267,0.006733,0.006733,0.006733
68,5162.7,1.09632,1.29061,1.47193,0.8159,0.78949,0.83104,0.68418,0.82561,0.82336,1.18318,0.0066835,0.0066835,0.0066835
69,5238.12,1.09778,1.29492,1.46968,0.78859,0.81257,0.82862,0.67538,0.85457,0.82525,1.19529,0.006634,0.006634,0.006634
70,5313.49,1.09609,1.2785,1.46961,0.81435,0.7971,0.82767,0.67935,0.82624,0.82647,1.18265,0.0065845,0.0065845,0.0065845
71,5388.69,1.08016,1.26546,1.45719,0.79456,0.81686,0.83294,0.68864,0.80231,0.80919,1.173,0.006535,0.006535,0.006535
72,5464.35,1.08159,1.25803,1.45493,0.81444,0.79274,0.82403,0.68437,0.79791,0.82361,1.16334,0.0064855,0.0064855,0.0064855
73,5539.59,1.08554,1.26817,1.45973,0.82173,0.78623,0.83019,0.68491,0.80604,0.81655,1.16412,0.006436,0.006436,0.006436
74,5614.66,1.07174,1.24555,1.45136,0.80504,0.81492,0.8304,0.68364,0.80931,0.81381,1.16722,0.0063865,0.0063865,0.0063865
75,5690.22,1.06865,1.23683,1.44812,0.8073,0.80808,0.83342,0.68972,0.79226,0.80691,1.15817,0.006337,0.006337,0.006337
76,5765.56,1.08039,1.26277,1.45788,0.81707,0.80698,0.83917,0.68852,0.81973,0.79897,1.17331,0.0062875,0.0062875,0.0062875
77,5840.92,1.07389,1.24832,1.45134,0.81856,0.80868,0.83981,0.69351,0.80397,0.78819,1.16081,0.006238,0.006238,0.006238
78,5916.33,1.0575,1.21963,1.44054,0.81858,0.80737,0.83552,0.6863,0.81477,0.79389,1.16696,0.0061885,0.0061885,0.0061885
79,5991.41,1.06472,1.24159,1.4462,0.81814,0.81146,0.84098,0.69847,0.79458,0.77868,1.15751,0.006139,0.006139,0.006139
80,6066.78,1.06332,1.23337,1.4335,0.81796,0.80845,0.84605,0.70149,0.79907,0.78602,1.156,0.0060895,0.0060895,0.0060895
81,6142.66,1.06527,1.21789,1.43292,0.81713,0.81296,0.84441,0.69754,0.81144,0.77098,1.17124,0.00604,0.00604,0.00604
82,6217.72,1.05497,1.2002,1.43132,0.82275,0.80854,0.84421,0.70027,0.79714,0.77976,1.15535,0.0059905,0.0059905,0.0059905
83,6293.11,1.06058,1.21989,1.43775,0.81444,0.81687,0.84514,0.70448,0.78457,0.76515,1.15119,0.005941,0.005941,0.005941
84,6368.66,1.05885,1.22264,1.42848,0.80791,0.82151,0.84225,0.70482,0.77926,0.77209,1.14554,0.0058915,0.0058915,0.0058915
85,6443.9,1.05121,1.20427,1.43071,0.81602,0.82582,0.84745,0.70674,0.78444,0.7561,1.14748,0.005842,0.005842,0.005842
86,6519.06,1.04372,1.19675,1.42134,0.82039,0.82242,0.84275,0.70264,0.78243,0.76692,1.14885,0.0057925,0.0057925,0.0057925
87,6594.66,1.05358,1.19572,1.43003,0.8345,0.80686,0.84899,0.71205,0.76029,0.76306,1.13154,0.005743,0.005743,0.005743
88,6670.4,1.04155,1.19692,1.42243,0.80333,0.8382,0.84916,0.70971,0.77266,0.75183,1.13858,0.0056935,0.0056935,0.0056935
89,6745.57,1.05544,1.19434,1.42813,0.79425,0.85347,0.84862,0.70792,0.78499,0.75729,1.1455,0.005644,0.005644,0.005644
90,6820.8,1.02571,1.16916,1.41022,0.80521,0.84743,0.85248,0.70596,0.79244,0.7521,1.15118,0.0055945,0.0055945,0.0055945
91,6896.18,1.03601,1.17062,1.4158,0.80435,0.84197,0.85561,0.71287,0.77928,0.7438,1.13783,0.005545,0.005545,0.005545
92,6971.39,1.02426,1.14969,1.40802,0.80901,0.84449,0.86019,0.72074,0.77066,0.74038,1.13382,0.0054955,0.0054955,0.0054955
93,7046.84,1.03395,1.16635,1.41506,0.81162,0.83981,0.85238,0.70833,0.78138,0.74182,1.13964,0.005446,0.005446,0.005446
94,7121.97,1.02848,1.17708,1.4114,0.83629,0.82152,0.85408,0.71393,0.77062,0.73205,1.13312,0.0053965,0.0053965,0.0053965
95,7197.21,1.04563,1.17372,1.42,0.82558,0.83579,0.85587,0.71944,0.75867,0.73493,1.12603,0.005347,0.005347,0.005347
96,7272.71,1.03488,1.17409,1.41941,0.81076,0.83726,0.85544,0.72281,0.75196,0.73628,1.1226,0.0052975,0.0052975,0.0052975
97,7347.96,1.04302,1.18437,1.41849,0.82554,0.82839,0.85665,0.72211,0.76358,0.72967,1.12525,0.005248,0.005248,0.005248
98,7422.94,1.02672,1.16028,1.40948,0.82076,0.83585,0.86103,0.72691,0.75219,0.71922,1.12268,0.0051985,0.0051985,0.0051985
99,7498.3,1.02489,1.14986,1.40302,0.8024,0.85336,0.86291,0.72922,0.75131,0.72456,1.12097,0.005149,0.005149,0.005149
100,7573.48,1.01702,1.14865,1.40231,0.82528,0.83913,0.86052,0.72549,0.76018,0.72541,1.12503,0.0050995,0.0050995,0.0050995
101,7648.5,1.02164,1.13758,1.40544,0.82812,0.8349,0.86092,0.73108,0.7369,0.71983,1.1148,0.00505,0.00505,0.00505
102,7723.95,1.01157,1.14143,1.39895,0.81052,0.8544,0.86175,0.72594,0.76257,0.72011,1.12544,0.0050005,0.0050005,0.0050005
103,7799.06,1.02459,1.13998,1.40423,0.81067,0.85944,0.86502,0.73267,0.73897,0.71176,1.11482,0.004951,0.004951,0.004951
104,7874.14,1.02162,1.12973,1.40063,0.82322,0.85542,0.86611,0.72838,0.75443,0.70463,1.11883,0.0049015,0.0049015,0.0049015
105,7949.22,1.01449,1.12581,1.39765,0.83319,0.85162,0.86458,0.73028,0.74833,0.7015,1.11832,0.004852,0.004852,0.004852
106,8024.52,1.0108,1.12299,1.39097,0.81971,0.8494,0.85995,0.72668,0.75323,0.71215,1.11703,0.0048025,0.0048025,0.0048025
107,8099.64,1.00913,1.12015,1.39576,0.82547,0.84775,0.86356,0.73063,0.74781,0.71207,1.11749,0.004753,0.004753,0.004753
108,8175.21,1.01266,1.16,1.39812,0.81468,0.85166,0.86702,0.73232,0.75581,0.71067,1.12041,0.0047035,0.0047035,0.0047035
109,8250.53,0.99897,1.10984,1.38731,0.82112,0.8507,0.86741,0.73736,0.74183,0.70398,1.11384,0.004654,0.004654,0.004654
110,8325.59,0.99956,1.10361,1.38368,0.83192,0.84604,0.86771,0.73798,0.73742,0.70163,1.11037,0.0046045,0.0046045,0.0046045
111,8400.57,1.01299,1.12428,1.39399,0.81201,0.85466,0.86621,0.74119,0.72735,0.69677,1.10472,0.004555,0.004555,0.004555
112,8475.94,1.01153,1.12645,1.39747,0.80853,0.85517,0.86967,0.74132,0.73021,0.69359,1.10811,0.0045055,0.0045055,0.0045055
113,8551.04,0.99623,1.09767,1.38487,0.82655,0.84267,0.87103,0.74363,0.73037,0.69022,1.10756,0.004456,0.004456,0.004456
114,8626.34,1.00033,1.10412,1.3853,0.82713,0.84676,0.87376,0.73973,0.74491,0.69157,1.11244,0.0044065,0.0044065,0.0044065
115,8701.44,0.99445,1.10778,1.3822,0.82386,0.85125,0.87163,0.73928,0.73381,0.6913,1.10558,0.004357,0.004357,0.004357
116,8776.66,1.00096,1.11338,1.38746,0.82108,0.85281,0.87225,0.74123,0.73129,0.69506,1.10289,0.0043075,0.0043075,0.0043075
117,8851.71,0.99379,1.09446,1.3793,0.8191,0.85185,0.87274,0.74109,0.73578,0.68579,1.10495,0.004258,0.004258,0.004258
118,8927.03,0.9984,1.10868,1.38256,0.81591,0.86627,0.87254,0.74086,0.73444,0.6824,1.10141,0.0042085,0.0042085,0.0042085
119,9002.11,1.00487,1.10923,1.38418,0.82229,0.85611,0.87604,0.74397,0.73061,0.68391,1.09929,0.004159,0.004159,0.004159
120,9077.22,0.99401,1.09915,1.37742,0.82316,0.8569,0.87733,0.74645,0.73221,0.68425,1.09988,0.0041095,0.0041095,0.0041095
121,9152.52,0.97381,1.07571,1.37228,0.8353,0.84692,0.88071,0.75028,0.72834,0.67923,1.10074,0.00406,0.00406,0.00406
122,9227.58,0.99912,1.09489,1.38535,0.82737,0.849,0.88204,0.75261,0.723,0.67918,1.09708,0.0040105,0.0040105,0.0040105
123,9302.63,0.99502,1.0953,1.38075,0.81636,0.86424,0.88234,0.75405,0.72297,0.67397,1.09629,0.003961,0.003961,0.003961
124,9377.58,0.98294,1.08125,1.37305,0.81822,0.86558,0.88368,0.7539,0.72562,0.66993,1.09637,0.0039115,0.0039115,0.0039115
125,9452.78,0.97389,1.08111,1.36929,0.82109,0.86175,0.88481,0.75436,0.71953,0.67236,1.0942,0.003862,0.003862,0.003862
126,9527.7,0.98951,1.09736,1.37719,0.82675,0.86331,0.88769,0.75926,0.7192,0.66873,1.09221,0.0038125,0.0038125,0.0038125
127,9602.97,0.98594,1.07143,1.37708,0.83676,0.85455,0.88788,0.75543,0.72987,0.66674,1.09845,0.003763,0.003763,0.003763
128,9678.21,0.96891,1.05641,1.35955,0.81965,0.86737,0.89117,0.76265,0.71975,0.65913,1.09355,0.0037135,0.0037135,0.0037135
129,9753.49,0.97233,1.07162,1.36775,0.8226,0.86684,0.89253,0.767,0.7109,0.65444,1.0897,0.003664,0.003664,0.003664
130,9828.73,0.98258,1.08069,1.37545,0.82649,0.86622,0.8946,0.77073,0.7027,0.65028,1.08402,0.0036145,0.0036145,0.0036145
131,9903.64,0.9674,1.06206,1.36354,0.84002,0.85839,0.89846,0.77274,0.70415,0.64925,1.08247,0.003565,0.003565,0.003565
132,9979.1,0.98501,1.09646,1.37556,0.83499,0.85582,0.90152,0.77589,0.70645,0.64579,1.0844,0.0035155,0.0035155,0.0035155
133,10056.2,0.97338,1.06644,1.36401,0.83466,0.86232,0.90302,0.77762,0.70666,0.64693,1.08411,0.003466,0.003466,0.003466
134,10133.5,0.97089,1.06146,1.36462,0.82222,0.87125,0.902,0.77633,0.70906,0.64669,1.08613,0.0034165,0.0034165,0.0034165
135,10210.1,0.9864,1.08176,1.36965,0.82238,0.87044,0.90528,0.77955,0.7075,0.64328,1.08705,0.003367,0.003367,0.003367
136,10286,0.96611,1.06298,1.35369,0.83766,0.86302,0.90606,0.78019,0.70575,0.64146,1.08633,0.0033175,0.0033175,0.0033175
137,10362,0.95964,1.05247,1.36022,0.83081,0.86374,0.90504,0.78152,0.70116,0.64127,1.08268,0.003268,0.003268,0.003268
138,10437.9,0.97169,1.06024,1.36528,0.82967,0.86654,0.90418,0.7787,0.70587,0.64312,1.08498,0.0032185,0.0032185,0.0032185
139,10513.3,0.96036,1.0435,1.35452,0.82498,0.87194,0.90508,0.78155,0.69799,0.64127,1.07992,0.003169,0.003169,0.003169
140,10588.8,0.96585,1.04339,1.35617,0.82006,0.88053,0.90405,0.78123,0.6981,0.64059,1.08105,0.0031195,0.0031195,0.0031195
141,10664.2,0.97349,1.05701,1.35629,0.82717,0.87354,0.90502,0.78367,0.69309,0.63798,1.07792,0.00307,0.00307,0.00307
142,10739.4,0.94333,1.0179,1.34303,0.8274,0.87163,0.90632,0.78391,0.69468,0.63621,1.0796,0.0030205,0.0030205,0.0030205
143,10815,0.94508,1.02656,1.34408,0.82042,0.87477,0.90672,0.78429,0.69351,0.63616,1.07897,0.002971,0.002971,0.002971
144,10890.4,0.9592,1.04402,1.3503,0.81975,0.87726,0.90775,0.78617,0.69098,0.63484,1.07594,0.0029215,0.0029215,0.0029215
145,10967.8,0.97045,1.04746,1.36111,0.82242,0.87675,0.90966,0.78798,0.69059,0.63116,1.0753,0.002872,0.002872,0.002872
146,11045.8,0.95371,1.03823,1.35123,0.82373,0.87384,0.90997,0.78957,0.68568,0.63148,1.07317,0.0028225,0.0028225,0.0028225
147,11123.3,0.95681,1.04461,1.35326,0.82293,0.8771,0.91,0.78918,0.68675,0.63039,1.07292,0.002773,0.002773,0.002773
148,11200,0.94547,1.02299,1.34619,0.82231,0.87781,0.91052,0.78869,0.68939,0.6284,1.07331,0.0027235,0.0027235,0.0027235
149,11276.4,0.96117,1.03935,1.35445,0.82192,0.88134,0.91069,0.78842,0.69123,0.62921,1.07372,0.002674,0.002674,0.002674
150,11352.9,0.96109,1.02678,1.34752,0.82468,0.8753,0.9103,0.78929,0.69125,0.63096,1.07325,0.0026245,0.0026245,0.0026245
151,11428.7,0.946,1.0107,1.34338,0.82334,0.8784,0.9106,0.78833,0.69507,0.63034,1.07627,0.002575,0.002575,0.002575
152,11505.2,0.94446,1.0184,1.34389,0.81922,0.87905,0.91162,0.78871,0.69502,0.62714,1.07619,0.0025255,0.0025255,0.0025255
153,11582,0.94888,1.02009,1.34061,0.8224,0.87928,0.91187,0.7894,0.68982,0.62596,1.07135,0.002476,0.002476,0.002476
154,11658.3,0.93933,0.99748,1.33891,0.82435,0.87723,0.91224,0.79,0.6879,0.6253,1.07019,0.0024265,0.0024265,0.0024265
155,11733.9,0.92516,0.98409,1.32995,0.82562,0.87719,0.91269,0.79139,0.68758,0.62465,1.07031,0.002377,0.002377,0.002377
156,11810,0.94935,1.02634,1.34623,0.82312,0.88279,0.91308,0.79055,0.68995,0.62419,1.07108,0.0023275,0.0023275,0.0023275
157,11886,0.92805,1.0017,1.32851,0.82206,0.88448,0.91338,0.79049,0.69295,0.62395,1.0725,0.002278,0.002278,0.002278
158,11963.4,0.93822,1.00215,1.33886,0.82084,0.88613,0.91419,0.79135,0.69313,0.62219,1.07214,0.0022285,0.0022285,0.0022285
159,12040.8,0.93741,0.99535,1.33606,0.81983,0.88677,0.91463,0.79152,0.69501,0.62045,1.07394,0.002179,0.002179,0.002179
160,12118,0.94089,0.99762,1.33928,0.81994,0.88721,0.91451,0.79197,0.69583,0.61964,1.07396,0.0021295,0.0021295,0.0021295
161,12195.6,0.93779,0.99769,1.33575,0.81929,0.88917,0.91458,0.79156,0.6943,0.61913,1.07254,0.00208,0.00208,0.00208
162,12272.7,0.95008,1.01405,1.34239,0.81862,0.88701,0.91543,0.79247,0.6929,0.61818,1.07216,0.0020305,0.0020305,0.0020305
163,12349.7,0.9235,0.98309,1.32777,0.82037,0.88506,0.91575,0.79276,0.69406,0.61672,1.07349,0.001981,0.001981,0.001981
164,12426.7,0.93938,0.99782,1.34123,0.82216,0.88471,0.91612,0.79202,0.69173,0.61488,1.07217,0.0019315,0.0019315,0.0019315
165,12502.9,0.94464,1.0067,1.34241,0.82669,0.87961,0.91608,0.79305,0.69085,0.61269,1.07222,0.001882,0.001882,0.001882
166,12578.9,0.93051,0.98938,1.33184,0.82667,0.87781,0.9162,0.79377,0.68786,0.61089,1.06972,0.0018325,0.0018325,0.0018325
167,12655.2,0.91909,0.97608,1.31858,0.82804,0.87737,0.91665,0.79512,0.68732,0.61038,1.07034,0.001783,0.001783,0.001783
168,12731.3,0.94074,0.99387,1.33652,0.82919,0.87664,0.91715,0.795,0.68645,0.60961,1.06919,0.0017335,0.0017335,0.0017335
169,12806.9,0.91519,0.97092,1.31684,0.82931,0.87864,0.91721,0.79555,0.68439,0.61,1.06774,0.001684,0.001684,0.001684
170,12882.5,0.91008,0.98308,1.31881,0.82738,0.88027,0.91734,0.79597,0.68435,0.60838,1.06769,0.0016345,0.0016345,0.0016345
171,12958.3,0.9306,0.98752,1.32753,0.82372,0.88279,0.91754,0.79539,0.68326,0.60755,1.06678,0.001585,0.001585,0.001585
172,13034.5,0.92068,0.97927,1.32488,0.83005,0.87927,0.91749,0.79674,0.68286,0.60703,1.06619,0.0015355,0.0015355,0.0015355
173,13110.1,0.93167,0.98007,1.32404,0.83175,0.87654,0.91793,0.7971,0.68184,0.60627,1.0652,0.001486,0.001486,0.001486
174,13185.6,0.91763,0.95836,1.31727,0.82906,0.88047,0.91852,0.79725,0.68021,0.60591,1.06407,0.0014365,0.0014365,0.0014365
175,13261,0.93109,0.98415,1.32861,0.82816,0.87882,0.91865,0.79761,0.68065,0.60605,1.06393,0.001387,0.001387,0.001387
176,13336.7,0.9058,0.95249,1.30845,0.82897,0.88008,0.91873,0.79813,0.67971,0.60613,1.06287,0.0013375,0.0013375,0.0013375
177,13412.3,0.91778,0.95675,1.3176,0.82983,0.87963,0.91848,0.79814,0.6779,0.60528,1.06146,0.001288,0.001288,0.001288
178,13487.5,0.89907,0.95413,1.31292,0.83154,0.87987,0.91879,0.79781,0.67668,0.60468,1.06061,0.0012385,0.0012385,0.0012385
179,13562.9,0.91629,0.9683,1.31906,0.82934,0.88016,0.9186,0.79877,0.67462,0.60479,1.05951,0.001189,0.001189,0.001189
180,13638.3,0.92184,0.95778,1.31526,0.82989,0.8802,0.91848,0.79892,0.67376,0.60441,1.05928,0.0011395,0.0011395,0.0011395
181,13713.7,0.91093,0.95909,1.31104,0.82956,0.87987,0.91902,0.79852,0.67286,0.60376,1.05892,0.00109,0.00109,0.00109
182,13789.2,0.92482,0.98045,1.32499,0.82838,0.8811,0.91941,0.7995,0.67237,0.60367,1.05852,0.0010405,0.0010405,0.0010405
183,13864.8,0.91152,0.94965,1.31318,0.82716,0.88165,0.91905,0.79989,0.67231,0.603,1.05824,0.000991,0.000991,0.000991
184,13940.4,0.91141,0.96367,1.32019,0.82798,0.88039,0.91936,0.80062,0.67153,0.60196,1.05777,0.0009415,0.0009415,0.0009415
185,14015.7,0.91005,0.957,1.31535,0.82895,0.87929,0.91978,0.80047,0.67047,0.60178,1.05711,0.000892,0.000892,0.000892
186,14091.1,0.91918,0.95376,1.3184,0.82939,0.87803,0.91981,0.80014,0.67032,0.60155,1.057,0.0008425,0.0008425,0.0008425
187,14166.7,0.91533,0.94976,1.31115,0.83003,0.87859,0.9202,0.80032,0.67044,0.60117,1.05663,0.000793,0.000793,0.000793
